SL,product_name,number,expiry_date,purchase_price,price_per_unit,sale_price,stock,,,
266,BIO OIL SKIN CARE OIL 125ML,OOO23371,1/8/2027,5.5,5.5,7.75,1,,,
267,BIOCARBON 250MG TAB 50S,521B,1/7/2026,3.625,3.625,4.65,1,,,
268,BIOCARE 5% CREAM 20GM,240086,1/1/2027,0.93,0.93,1.4,1,,,
269,BIOCARE DX CREAM 20GM,240087,1/1/2027,0.975,0.975,1.5,12,,,
270,BIODERMA ATODERM CREAM 200ML,20741,1/7/2027,6.719,6.719,8.973,2,,,
271,BIODERMA ATODERM CREAM 500ML,13841,1/5/2027,4.672,4.672,11.978,2,,,
272,BIODERMA ATODERM CREAM WITH PUMP 200ML,15841,1/6/2027,3.5,3.5,8.973,4,,,
273,BIODERMA ATODERM HANDS AND NAILS CREAM 50ML,17641,1/6/2027,2.988,2.988,3.99,1,,,
274,BIODERMA ATODERM INTENSIVE BAUME 200ML,1732,1/1/2026,4.672,4.672,10.509,2,,,
275,BIODERMA ATODERM INTENSIVE MOUSSANT GEL 500ML,19431J,1/7/2026,9.884,9.884,13.179,1,,,
276,BIODERMA ATODERM MOUSSANT ULTRA FOAMING GEL 200ML,7631,1/3/2026,4.992,4.992,6.667,2,,,
277,BIODERMA ATODERM PAIN BAR 150GM,30432R,1/10/2026,2.538,2.538,3.39,3,,,
278,BIODERMA PHOTODERM SPF 50 SPOT AGE CREAM 40ML ,2441,1/1/2027,8.166,8.166,10.905,1,,,
279,BIODERMA PHOTODERM SPF50 DRYTOUCH AQUAFLUID 40ML,18831,1/7/2026,3.305,3.305,8.475,1,,,
280,BIODERMA PHOTODERM SPF50 MAX CREAM 40ML,941,1/1/2027,5.873,5.873,7.83,3,,,
281,BIODERMA PIGMENT BIO DAILY CARE SPF 50+ FLUID 40ML,14541,1/5/2027,12.946,12.946,17.289,2,,,
282,BIODERMA PIGMENTBIO C-CONCENTRATE 15ML,11731S,1/4/2026,13.024,13.024,19.888,1,,,
283,BIODERMA PIGMENTBIO FOAMING CREAM 500ML,9941,1/4/2027,6.769,6.769,9.04,1,,,
284,BIODERMA PIGMENTBIO SENSITIVE AREA CREAM 75ML,19041,1/7/2027,7.361,7.361,9.831,1,,,
285,BIODERMA SEBIUM H2O CLEANSING SOLUTION 250ML,1932,1/1/2026,3.261,3.261,5.6,2,,,
286,BIODERMA SEBIUM HYDRA FLUID MOISTURISER 40ML ,20441,1/7/2027,5.024,5.024,6.71,4,,,
287,BIODERMA SEBIUM MOUSSANT GEL 200ML,1342,1/1/2027,2.214,2.214,5.676,7,,,
288,BIODERMA SEBIUM MOUSSANT GEL 500ML,19141,1/7/2027,3.261,3.261,8.362,2,,,
289,BIODERMA SEBIUM PAIN BAR 100GM,17731R,1/6/2026,1.102,1.102,2.825,1,,,
290,BIODERMA SENSIBIO H2O MAKEUP REMOVER 250ML,18741,1/7/2027,2.877,2.877,3.842,1,,,
291,BIODERMA SENSIBIO H2O MAKEUP REMOVER 500ML,10141J,1/4/2027,4.15,4.15,5.537,1,,,
292,BIODERMA SENSIBIO MOUSSANT GEL 200ML,20441,1/7/2027,7.108,7.108,9.492,1,,,
293,BIOFREEZE ROLL ON 3 OZ,S1312378,1/5/2026,1.82,1.82,3.5,2,,,
294,BIORS SACHETS 5S,AIAF24P01,1/1/2026,0.354,0.354,2.2,1,,,
295,BIOTINA 5MG BIOTIN EFFERVESCENT TAB 20S,6668699,1/9/2025,0,0,5.95,1,,,
296,BISADYL 5MG TAB 30S,9063010,1/10/2026,0.281,0.281,0.48,27,,,
297,BLACK SEED VAPOUR RUB 100GM,1153,1/10/2025,1.067,1.067,1.6,4,,,
298,BLOPRESS 16MG TAB 28S,456006,1/8/2028,4.4,4.4,5.9,0.5,,,
299,BLOPRESS 8MG TAB 28S,456148,1/1/2029,4.144,4.144,5.05,2,,,
300,BONETO BABY NAPPY RASH CREAM 50GM,592H,1/10/2025,2.072,2.072,2.525,20,,,
301,BONETO OINTMENT 30GM,594H,1/9/2025,1.875,1.875,4.57,3,,,
302,BONJELA ADULT GEL 15GM,AJV477,1/11/2026,0.82,0.82,1.05,8,,,
303,BONNISAN LIQUID 120ML,112301562,1/5/2026,0.78,0.78,2.21,13,,,
304,BREATHE WELL NASAL STRIPS 10S,20230125,1/1/2028,1.2,1.2,2.1,5,,,
305,BRIMO OPHTHALMIC SOLUTION 5ML,BE0440,1/5/2026,3.135,3.135,4.15,3,,,
306,BROFIX EYE DROPS 5ML,BK0399,1/9/2026,5.19,5.19,6.33,1,,,
307,BRONCARE HERBAL COUGH SYRUP 120ML,230319,1/5/2026,0.702,0.702,1.26,14,,,
308,BRONKOVENT SYRUP 100ML,4CE012A,1/11/2025,0.65,0.65,0.95,6,,,
309,BRUFEN 400MG TAB 30S,62495BC,1/1/2027,1.4,1.4,1.76,5,,,
310,BRUFEN 600MG GRANULES 20S,260131,1/7/2027,2.8,2.8,3.6,1.8,,,
311,BRUFEN 600MG TAB 30S,68624BC,1/1/2026,1.625,1.625,2.11,3,,,
312,BRUFEN PEDIATRIC SYRUP 100ML,1221681,1/10/2026,1.109,1.109,1.46,37,,,
313,BRUFEN RETARD 800MG TAB 20S,59962PC,1/4/2026,2.73,2.73,3.33,1,,,
314,BUSCOPAN 10MG TAB 20S,240963,1/5/2027,1.02,1.02,1.26,8,,,
315,BUTALIN 0.5% SOLUTION NEBULISER 20ML,O2601,1/8/2025,0.975,0.975,1.2,1,,,
316,CALCITON D CAPS 30S,T23A123,1/3/2026,2.229,2.229,3.9,15.33333333,,,
317,CALCIVYTE TABS 30S,VS123A26,1/10/2026,2.39,2.39,3.25,4,,,
318,CALTRATE 600+D TAB 60S,XS6U,1/12/2025,3.588,3.588,4.6,2,,,
319,CALTRATE 600MG TAB 60S,XX7E,1/10/2025,2.47,2.47,3.17,1,,,
320,CANDID 1% CREAM 20GM,10241544,1/5/2028,0.504,0.504,0.92,10,,,
321,CANDID B CREAM 15GM,10242792,1/11/2027,0.747,0.747,1.02,14,,,
322,CANDID DUSTING POWDER 100GM,10241661,1/6/2028,1.407,1.407,1.92,7,,,
323,CANDID DUSTING POWDER 30GM,1024122S,1/4/2028,0.425,0.425,0.58,7,,,
324,CANDID EAR DROPS 15ML,10240005,1/10/2025,0.319,0.319,0.95,1,,,
325,CANDID LOTION 20ML,10232998,1/10/2025,0.586,0.586,0.8,9,,,
326,CANDID V-1 500MG VAGINAL TAB 1S,10241018,1/3/2028,0.33,0.33,0.6,2,,,
327,CANDID V-3 200MG VAGINAL TAB 3S,10241212,1/4/2028,0.385,0.385,0.7,7,,,
328,CANDID V-6 VAGINAL TAB 6S,10240295,1/1/2028,0.44,0.44,0.8,2,,,
329,CANDID-V 2% VAGINAL GEL 30GM,10231307,1/4/2026,0.564,0.564,1.03,7,,,
330,CANESTEN CREAM 20GM,GB030BU,1/3/2027,1.428,1.428,1.74,9,,,
331,CANPOL BOTTLE AND TEAT BRUSH,1000,1/10/2030,0.598,0.598,1.15,17,,,
332,CANPOL GLASS FEEDING BOTTLE 240ML,1000,1/1/2030,1.133,1.133,2.2,11,,,
333,CANPOL PLASTIC FEEDING BOTTLE 120ML,1000,1/1/2030,0.84,0.84,1.5,20,,,
334,CANPOL PLASTIC WIDE NECK ANTI COLIC BOTTLE 120ML,1000,1/1/2030,1.28,1.28,2,2,,,
335,CANPOL SILICONE UNIVERSAL TEAT 2S,1000,1/1/2030,0.533,0.533,1,16,,,
336,CANPOL WIDE NECK TEATS,1000,1/1/2030,0.533,0.533,1.05,9,,,
337,CANSIN ACNE PATCH 20S,3000990,1/2/2030,0.8,0.8,1.2,8,,,
338,CANSIN PLAST NON WOVEN WOUND DRESSING 9X5 CM,2250103,1/12/2027,3.431,3.431,6.25,2.28,,,
339,CANSIN PLAST PERFORATED HEAT PLASTER 10X18CM 1S,23100,1/1/2028,0.176,0.176,0.5,69,,,
340,CANSIN PLAST SELF ADHESIVE EYEPAD 25S,2353101,1/9/2028,1.125,1.125,2.2,6,,,
341,CANSIN ZINC OXIDE PLASTER 2.5CM X 5M,238330,1/8/2028,0.48,0.48,1,4,,,
342,CANSIN ZINC OXIDE PLASTER 5CM X 5M,249401,1/7/2029,0.72,0.72,1.2,4,,,
343,CAPSIDEX GEL 50GM,HP01249A,1/1/2026,0.769,0.769,1.5,5,,,
344,CARBOSAN 2% GEL 5GM,8875,1/9/2026,0.595,0.595,0.78,5,,,
345,CARE MAGNESIUM SULFATE PASTE 50GM,24CD,1/5/2027,1.102,1.102,1.45,3,,,
346,CARE PLUS CLOVE OIL 10ML,26RJ,1/7/2026,0.844,0.844,1.11,7,,,
347,CARMEX LIP BALM FRESH CHERRY 10GM,188024,1/1/2027,0.77,0.77,1.9,6,,,
348,CARMEX LIP BALM STRAWBERRY 10GM,182745,1/1/2027,0.8,0.8,1.9,3,,,
349,CARMEX LIP ROLL ON FRESH CHERRY 4.25GM,184174,1/1/2029,0.75,0.75,1.9,3,,,
350,CARMEX LIP ROLL ON STRAWBERRY 4.25GM,184698,1/1/2029,0.75,0.75,1.9,4,,,
351,CASTOR OIL PHILADELPHIA 60ML,L5576,1/9/2025,0.554,0.554,1,5,,,
352,CATAFLAM 50MG TAB 20S,8017L1,1/6/2027,2.8,2.8,3.42,6.5,,,
353,CEFIM 100MG/5ML SUSUPENSION 30ML,3BF011A,1/1/2026,1.7,1.7,2.49,1,,,
354,CEFIX 100MG/5ML SUSP 60ML,6240664,1/8/2026,1.268,1.268,3.09,18,,,
355,CEFIX 200MG CAPS 8S,6440418,1/5/2026,1.588,1.588,3.87,14,,,
356,CEFIX 400MG CAPS 5S,6240437,1/6/2026,1.883,1.883,4.59,10,,,
357,CEFOVEX 500MG TAB 10S,3PH016B,1/7/2026,5.7,5.7,8,9,,,
358,CEFPO 200MG TAB 14S,3CK012C,1/4/2026,7.16,7.16,8.88,1,,,
359,CEFRIN 500MG CAPS 20S,114,1/1/2026,3.55,3.55,5.36,6,,,
360,CEFUTIL 250MG TAB 10S,6230450,1/5/2026,1.221,1.221,2.53,15,,,
361,CEFUTIL 500MG TAB 10S,6241066,1/11/2027,1.774,1.774,3.89,12,,,
362,CELEBREX 200MG CAP 30S,LP8179,1/1/2027,1.792,1.792,6.55,2,,,
363,CELENES CLOUDBERRY CRACKED HEEL CREAM 75 ML,2022404,1/10/2029,2.88,2.88,4.62,4,,,
364,CELENES CLOUDBERRY HAND CREAM 75ML,16172305,1/9/2028,2.904,2.904,4.65,1,,,
365,CELENES SEA BUCKTHRON FOAMING GEL 250ML,16042376,1/10/2028,4.152,4.152,6.65,1,,,
366,CELENES VIT C 12.5% OATS NIACINAMIDE SERUM 30ML,16392328,1/10/2028,7.8,7.8,12.5,5,,,
367,CENTRUM ENERGY TAB 30S,4H7M,1/12/2025,4.9,4.9,6.29,1,,,
368,CENTRUM IMMUNE SUPPORT 60S,5882529,1/5/2026,7.8,7.8,10,1,,,
369,CENTRUM KIDS GUMMIES 30S,25731,1/6/2026,3.9,3.9,5,1,,,
370,CENTRUM MEN TAB 60S,WS60,1/12/2026,7.781,7.781,11.4,2,,,
371,CENTRUM SILVER TAB 100S,KM9U,1/8/2026,9.824,9.824,12.595,1,,,
372,CENTRUM SILVER TAB 30S,U42E,1/11/2026,3.416,3.416,5.005,4,,,
373,CEPHADAR FORTE 500MG TAB 20S,5881,1/2/2026,1.23,1.23,1.88,1,,,
374,CERAVE BLEMISH CONTROL CLEANSER 236ML,14Y906,1/1/2030,6.989,6.989,8.96,2,,,
375,CERAVE BLEMISH CONTROL GEL 40ML,54X300,1/2/2028,7.316,7.316,9.38,3,,,
376,CERAVE FACIAL MOISTURIZING PM LOTION 52ML,54Y25J,1/1/2027,6.862,6.862,8.797,2,,,
377,CERAVE FOAMING FACIAL CLEANSER 16OZ,54Y24V,1/1/2030,8.389,8.389,10.755,2,,,
378,CERAVE FOAMING FACIAL CLEANSER 8OZ,54Y43B,1/1/2029,4.953,4.953,6.865,2,,,
379,CERAVE HYDRATING CLEANSER 8OZ,14X500,1/1/2029,3.9,3.9,5.406,3,,,
380,CERAVE MOISTURIZING CREAM 12OZ,44X801,1/1/2029,6.942,6.942,9.544,3,,,
381,CERAVE MOISTURIZING CREAM 50ML,54Y701,1/1/2029,2.457,2.457,3.177,3,,,
382,CERAVE MOISTURIZING LOTION 16OZ,54Y25V,1/1/2030,9.847,9.847,12.625,1,,,
383,CERAVE MOISTURIZING LOTION 8OZ,14Y25E,1/1/2029,5.616,5.616,7.721,1,,,
384,CERAVE SA SMOOTHING CLEANSER 236ML,54X206,1/1/2029,6.103,6.103,8.158,3,,,
385,CERAZETTE TAB 28S,W111295,1/2/2027,1.548,1.548,1.89,6,,,
386,CERELAC RICE 400GM,42030197ER,1/1/2026,2.19,2.19,2.5,3,,,
387,CERELAC WHEAT 400GM,41560197EW,1/12/2025,2.19,2.19,2.5,3,,,
388,CERELAC WHEAT & FRUITS 400GM,42210197EF,1/2/2026,2.355,2.355,2.7,1,,,
389,CERELAC WHEAT AND DATES 400GM ,41080197ES,1/10/2025,2.355,2.355,2.7,3,,,
390,CERELAC WHEAT AND HONEY 400GM,41120197EH,1/10/2025,2.355,2.355,2.718,3,,,
391,CETAPHIL ANTIBACTERIAL GENTLE CLEANSING BAR 127GM,604,1/1/2027,3.68,3.68,4.6,2,,,
392,CETAPHIL BABY DAILY LOTION 300ML,2326400,1/3/2026,4.4,4.4,5.775,1,,,
393,CETAPHIL BABY GENTLE WASH AND SHAMPOO 300 ML,2326800,1/3/2026,4.4,4.4,5.5,1,,,
394,CETAPHIL GENTLE SKIN CLEANSER 118ML,390750,1/7/2026,4.52,4.52,5.65,1,,,
395,CETAPHIL GENTLE SKIN CLEANSER WITH PUMP 236ML,382556,1/2/2026,6.78,6.78,8.475,1,,,
396,CETAPHIL LIP BALM SPF50 8ML,P463,1/10/2026,3.128,3.128,3.91,1,,,
397,CETAPHIL MOISTURIZING LOTION 236ML,380632,1/1/2026,5.225,5.225,10.45,1,,,
398,CETAPHIL OILY SKIN CLEANSER WITH PUMP 236ML,384507,1/4/2026,7.98,7.98,9.975,1,,,
399,CETAPHIL PRO ACNE PRONE MOISTURIZING LOTION 120ML,403733,1/4/2027,7.875,7.875,15.75,1,,,
400,CETAPHIL PRO ACNE PRONE SKIN FOAM WASH 235ML,Y463,1/9/2025,5.863,5.863,11.725,1,,,
401,CETAPHIL PRO ECZEMA PRONE LOTION 295ML,382558,1/2/2026,5.513,5.513,11.025,1,,,
402,CETAPHIL SUN KIDS SPF 50 LIPOSOMAL LOTION 150ML,3751015,1/5/2026,12.92,12.92,16.15,1,,,
403,CHILDREN CARTOON TOOTH BRUSH MAYALER,1000,1/1/2029,0.417,0.417,0.9,6,,,
404,CHLOROHISTOL SYRUP 100ML,1989,1/10/2027,0.535,0.535,0.8,9,,,
405,CHLOROHISTOL TAB 20S,O7416,1/9/2029,0.35,0.35,0.42,2,,,
406,CHORIOMON 5000 I.U. INJECTION,D03512,1/4/2027,4.582,4.582,5.583,1,,,
407,CIALIS 20MG TAB 4S,B771700,1/1/2027,10.57,10.57,12.88,5.5,,,
408,CIALIS 5MG TAB 28S,B715439,1/5/2026,22.2,22.2,27.05,5.5,,,
409,CIPRALEX 20MG TAB 28S,2782885,1/8/2026,6.238,6.238,15.2,2,,,
410,CIPROPHARM 500MG TAB 10S,1240356,1/6/2028,1.125,1.125,2.04,4,,,
411,CIRRUS TAB 14S,348636X,1/3/2026,1.76,1.76,2.15,1,,,
412,CITIZEN WRIST BP MONITOR CH617,2106,1/1/2030,12,12,23.5,2,,,
413,CLARA 10MG TAB 10S,AL0322,1/10/2026,0.5,0.5,1.22,25,,,
414,CLARA 5MG/5ML SYRUP 100ML,PE0252,1/5/2027,1.2,1.2,1.38,4,,,
415,CLARIDAR 500MG TAB 14S,614,1/8/2026,2.158,2.158,4.47,13,,,
416,CLARINASE TAB 14S,JRPG2481E,1/9/2026,0.69,0.69,2.13,13,,,
417,CLARITINE 10MG TAB 10S,PT19LV1,1/3/2027,1.488,1.488,1.96,4,,,
418,CLARITINE 10MG TAB 30S,BT19NV1,1/3/2027,4.25,4.25,5.34,-0.166666667,,,
419,CLARITINE CHILD GRAPE SYRUP 120ML,2308315,1/8/2026,2.15,2.15,2.69,1,,,
420,CLARITT XL 500MG TAB 14S,3TY356,1/4/2026,3.47,3.47,5.51,3,,,
421,CLAVOMID 625MG TAB 20S,117286,1/4/2026,0.715,0.715,2.67,7.5,,,
422,CLEAR BLUE PREGNANCY TEST 1S,BBL2793,1/1/2027,2.4,2.4,3.064,1,,,
423,CLEO DENT DENTAL FLOSS TOOTHPICK 50S,24129D,1/1/2029,0.668,0.668,1.2,4,,,
424,CLEO DENT INTERDENTAL BRUSHES 0.8MM 5S,232348,1/1/2029,0.52,0.52,1,5,,,
425,CLEO DENT KIDS TOOTHBRUSH,1000,1/1/2029,0.52,0.52,1,11,,,
426,CLEO DENT ORTHODONTIC TOOTHBRUSH,1000,1/1/2029,0.81,0.81,1.2,6,,,
427,CLEO DENT ORTHODONTIC WAX 2S,202332,1/1/2029,0.844,0.844,1.429,9,,,
428,CLEO DENT PRO CLINICAL DENTAL FLOSS ,241370,1/1/2030,0.75,0.75,1.1,5,,,
429,CLEO DENT SHARK KIDS TOOTHBRUSH,1000,1/1/2029,0.65,0.65,1,6,,,
430,CLOFAST-P 50MG TAB 20S,4CH005E,1/6/2027,1.2,1.2,3.11,38,,,
431,CLOFEN 25MG SUPPOSITORIES 10S,OO89891,1/3/2026,0.6,0.6,0.73,1,,,
432,CLOMID 50MG TAB 10S,3364A,1/2/2026,1.99,1.99,2.43,5,,,
433,CO-DIOVAN 160/12.5MG TAB 28S,PEUH2,1/2/2027,3.783,3.783,4.61,6,,,
434,CO-DIOVAN 80/12.5MG TAB 28S,PHKC2,1/6/2027,3.447,3.447,4.2,3,,,
435,CODELEVE SYRUP 120ML,230158,1/3/2026,1.14,1.14,1.9,25,,,
436,COFSILS ORANGE LOZENGES 30S,4M60383,1/6/2026,1.303,1.303,2.7,35,,,
437,COLCIBRA 200MG CAP 30S,DFF4768A,1/6/2026,4.8,4.8,5.89,1.333333333,,,
438,COLLOMAK SOLUTION 10ML,Y02870924,1/9/2028,0.5,0.5,0.67,7,,,
439,COLOSPASMIN 100MG TAB 20S,2305467,1/8/2027,0.373,0.373,1.06,0.5,,,
440,COMMODE CHAIR MARVEL,1000,1/1/2030,14,14,25,1,,,
441,COMMODE CHAIR WITH WHEEL MARVEL,1000,1/1/2030,16,16,27,1,,,
442,COMMODE WHEEL CHAIR MARVEL,1000,1/1/2030,35,35,54,1,,,
443,CONCAVIT CAPSULES 30S,79746,1/2/2027,3.05,3.05,4.5,2.5,,,
444,CONCAVIT SYRUP 150ML,30201,1/2/2026,2.393,2.393,3.5,3,,,
445,CONCOR 2.5MG TAB 30S,E216045,1/3/2027,1.723,1.723,2.1,19.5,,,
446,CONCOR 5MG TAB 30S,E216929,1/6/2027,2.585,2.585,3.15,8.5,,,
447,CONFIDO TAB 120S,112302508,1/8/2026,2.28,2.28,3.77,3,,,
448,CONFORMING BANDAGE 10CM,20231125,1/11/2028,0.114,0.114,0.25,38,,,
449,CONFORMING BANDAGE 15CM,2347014,1/10/2028,0.108,0.108,0.35,38,,,
450,CONFORMING BANDAGE 6CM,23210420,1/4/2026,0.054,0.054,0.15,44,,,
451,CONTIFLO OD 0.4MG CAPS 10S,DFF7894P,1/11/2026,2.23,2.23,2.72,4,,,
452,CONTRACTUBEX GEL 20GM,B0054930,1/10/2026,1.85,1.85,2.26,1,,,
453,CONTROL DELAY CONDOMS 12S,30209040B,1/1/2028,1.5,1.5,4.5,16,,,
454,COOL PAD PLUS FEVER PATCHES 6S,20220225,1/2/2027,1.026,1.026,1.95,5,,,
455,COREGA DENTURE CLEANSER TAB 36S,JE3P,1/8/2026,2,2,2.662,5,,,
456,COREGA SUPER CREAM 40ML,JT7K,1/8/2027,1.3,1.3,1.811,1,,,
457,COREGA ULTRA CREAM 40ML,BA9J,1/5/2027,1.668,1.668,2.015,5,,,
458,CORN REMOVERS PLASTER PEDIFIX 6S,207402,1/2/2027,1.038,1.038,1.6,8,,,
459,CORNEX GEL 15GM,242014,1/7/2027,2.07,2.07,2.7,1,,,
460,CORRECTION UNDER EYE CREAM 15ML,8020EO,1/2/2026,3.9,3.9,5,1,,,
461,CORRECTION WHITENING ROLL ON ELDER ROSE SCENT 60ML,04P02RER0,1/2/2028,3.179,3.179,4.075,3,,,
462,CORRECTION WHITENING SOAP FOR SENSITIVE AREA 85GM,O1I09SWS0,1/9/2027,1.716,1.716,2.2,2,,,
463,CORTIDERM 1% CREAM 30GM,1155221,1/4/2027,0.85,0.85,1.19,4,,,
464,COSYREL 5MG/10MG TAB 30S,6087135,1/1/2026,9.167,9.167,11.17,2,,,
465,COSYREL 5MG/5MG TAB 30S,6090047,1/3/2026,3.644,3.644,4.44,2,,,
466,COTTON BALLS MARVEL 100S,ABR0223,1/4/2028,0.11,0.11,0.7,9,,,
467,COTTON BUDS 100S,1000,1/12/2029,0.167,0.167,0.476,2,,,
468,COTTON BUDS 200S,1000,1/12/2029,0.25,0.25,0.762,7,,,
469,COVANCE 50MG TAB 30S,DFF6945A,1/10/2026,2.848,2.848,3.47,11,,,
470,COVERAM 5MG/10MG TAB 30S,746184,1/2/2027,8.01,8.01,9.76,1,,,
471,COVERAM 5MG/5MG TAB 30S,736111,1/10/2026,6.065,6.065,7.39,1,,,
472,COVERSYL 5MG TAB 30S,749308,1/8/2027,4.883,4.883,5.95,2,,,
473,COVITAN 75 SOFTGEL 30S,20220814,1/12/2025,3.6,3.6,5,3,,,
474,COXICAM 15MG TAB 10S,23DD31,1/6/2026,0.744,0.744,1.36,3,,,
475,CREPE BANDAGE 10CM X 4M MARVEL,20211115,1/11/2026,0.125,0.125,0.6,28,,,
476,CREPE BANDAGE 5CM X 4M MARVEL,2011115,1/11/2026,0.125,0.125,0.4,48,,,
477,CREPE BANDAGE 7.5CM X 4M MARVEL,2011115,1/11/2026,0.125,0.125,0.5,35,,,
478,CRESTOR 10MG TAB 28S,SP324,1/3/2027,4.137,4.137,10.08,3,,,
479,CRESTOR 20MG TAB 28S,SP308,1/3/2027,7.625,7.625,17.1,0.5,,,
480,CRESTOR 5MG TAB 28S,SM154,1/6/2026,4.497,4.497,5.48,1.5,,,
481,CRIXAN OD TAB 500MG 10S,DFE7692A,1/11/2025,3.5,3.5,4.48,4,,,
482,CROMA OPTHALMIC SOLN 10ML,AG0047,1/7/2026,2.25,2.25,3.42,4,,,
483,CURE AID EYE PAD 20S,15Y22,1/12/2026,0.938,0.938,2,3.65,,,
484,CUTIVATE 0.005% CREAM 30GM,RP2H,1/3/2026,1.25,1.25,1.35,2,,,
485,CYBELE COLOUR COTTON BALLS 100S,1000,1/1/2030,0.85,0.85,1.2,14,,,
486,CYCLOGEST 400MG PESSARIES 15S,NCP4715,1/8/2027,6.467,6.467,7.88,7.333333333,,,
487,CYSTONE TAB 60S,112403484,1/8/2027,1.56,1.56,2,3,,,
488,DAFLON 500MG TAB 30S,6103713,1/6/2027,1.284,1.284,3.75,1,,,
489,DAIVOBET OINTMENT 30GM,D19565,1/4/2026,7.165,7.165,8.73,1,,,
490,DAKTACORT CREAM 15GM,NGP4E00,1/1/2026,0.962,0.962,1.29,35,,,
491,DAKTARIN ORAL GEL 40GM,NEB2C00,1/4/2026,1.461,1.461,1.78,4,,,
492,DAKTARIN TOPICAL CREAM 15GM,NJB5300,1/10/2025,0.771,0.771,0.94,9,,,
493,DALACIN C 300MG CAPS 16S,B849802,1/8/2026,3,3,3.54,3.5,,,
494,DAROLAC CAP 10S,EMPE242061,1/10/2025,1.642,1.642,2.2,1,,,
495,DAROLAC SACHETS 10S,EMPJ437333,1/2/2026,1.026,1.026,2,3,,,
496,DECOZAL 0.05% CHILD NASAL DROPS 10ML,MA626,1/12/2026,0.328,0.328,0.44,54,,,
497,DECOZAL 0.1% ADULT NASAL DROPS ,MB525,1/10/2027,0.358,0.358,0.48,53,,,
498,DECOZAL 0.1% ADULT NASAL SPRAY 10ML,MB412,1/9/2027,0.473,0.473,0.64,13,,,
499,DEEP RELIEF GEL 100GM,40876,1/2/2026,2.051,2.051,2.75,3,,,
500,DEKASAN PRICKLY HEAT POWDER REGULAR 100GM,3067,1/3/2028,0.64,0.64,0.75,10,,,
501,DEKSEL VITAMIN D3 1000IU NANO SPRAY 15ML,DEK4063EH,1/10/2025,0,0,0,1,,,
502,DELICE SOLUTION 50ML,242052,1/10/2027,3.283,3.283,4.2,6,,,
503,DENTAL FLOSSERS TOOTHPICK 30S,1000,1/1/2029,0.267,0.267,0.6,3,,,
504,DENTURE CLEANING BRUSH ,BG070076,1/1/2029,0.924,0.924,1.4,6,,,
505,DEPLATT 75MG TAB 30S,BNU9L003,1/1/2026,7.5,7.5,10.05,0.333333333,,,
506,DEPURDENT CLEAN & POLISH TOOTHPASTE 75ML,B24000262,1/2/2028,3.25,3.25,3.95,1,,,
507,DERIVA 0.1% AQUEOUS GEL 30GM,10240941,1/3/2027,1.34,1.34,1.72,2,,,
508,DERMA ROLLER SYSTEM 1S,1000,1/12/2029,0.45,0.45,1.5,7,,,
509,DERMASCAR ADV SCAR REDUCTION GEL 20GM,16101,1/11/2026,5.376,5.376,8.4,1,,,
510,DERMATONE BRIGHTENING BAR 100GM,SBTO124,1/9/2026,1.52,1.52,2.4,6,,,
511,DERMAVIT C INTENSE REPAIR SERUM 20ML,8001,1/11/2025,6.515,6.515,9.5,1,,,
512,DERMEDIC ANTIBACTERIAL CLEANSING GEL 200ML,O1433166,1/10/2026,4.629,4.629,7,1,,,
513,DERMEDIC CLEANSING AND REGULATING TONER 200ML,1414288,1/8/2026,4.029,4.029,7,2,,,
514,DERMEDIC HYDRAIN CREAMY CLEANSING GEL 200ML,O1399257,1/5/2026,5.9,5.9,8,1,,,
515,DERMEDIC NORMACNE PREVENT SERUM 30ML,O1414288,1/8/2026,8.91,8.91,11.5,1,,,
516,DERMEDIC OFFER SUNBRELLA SPF50 CREAM DRY SKIN 50ML,1426816,1/11/2027,3.5,3.5,7.15,3,,,
517,DERMEDIC OFFER SUNBRELLA SPF50 CREAM OILY SKIN 50M,1427530,1/11/2027,3.5,3.5,7.15,1,,,
518,DEWAX EAR DROPS 10ML,AB456,1/1/2027,0.328,0.328,0.44,22,,,
519,DEXAFLOX OPTHALMIC SUSPENSION 5ML,BF0269,1/6/2027,1.25,1.25,1.61,4,,,
520,DIAMICRON MR 60MG TAB 30S,6107791,1/8/2027,2.265,2.265,2.76,10.5,,,
521,DIANE-35 TAB 21S,WEX7HA,1/5/2027,1.937,1.937,2.36,6,,,
522,DICLO 150 ID 10S,NW8835,1/2/2026,2.45,2.45,3.76,5,,,
523,DICLO 75ID TAB 20S,NU4484,1/12/2025,0.707,0.707,1.95,12.5,,,
524,DICLOGESIC RETARD 100MG TAB 10S ( BULK PACK ),26677,1/8/2025,0.36,0.36,0.694,5,,,
525,DICLOMAX 1% EMULGEL 50GM,5327,1/11/2025,0.65,0.65,1.14,2,,,
526,DICLOPID 50MG TAB 20S,4224019,1/9/2027,1.021,1.021,3.11,10,,,
527,DICLORAN MS GEL 30GM,240313A,1/3/2027,0.45,0.45,0.56,1,,,
528,DICYNONE 500MG TAB 20S,C056204,1/8/2029,4.481,4.481,5.46,1,,,
529,DIFLUCAN 150MG CAPS 1S,C056204,1/8/2029,1.724,1.724,2.1,1,,,
530,DIGNITY ADULT DIAPERS LARGE 30S,G24A086019,1/12/2029,4.688,4.688,7.5,4,,,
531,DIGNITY ADULT DIAPERS MEDIUM 30S,G24I083432,6/2/2034,4.541,4.541,7,4,,,
